"term";"estimate";"std.error";"statistic";"p.value";"conf.low";"conf.high";"case";"model";"null.deviance";"df.null";"logLik";"AIC";"BIC";"deviance";"df.residual";"nobs";"dependent";"cause"
"26";"scale(perc_overcrowding_medium)";1.02975926665345;0.0184538253840252;1.58910429780501;0.112036847659378;0.993060612458526;1.0675609303083;"10% in each extreme of PM2.5 excluded";"deathsAdj_CAN.rsd";108.502169444482;82;-294.962254811078;619.924509622157;656.207118739106;54.1681452125485;69;83;"deathsAdj_CAN";"CAN"
"27";"scale(hr_anual)";1.00271343388566;0.0289433959752423;0.0936227100699187;0.925408868821294;0.947420326392407;1.06124956260255;"10% in each extreme of PM2.5 excluded";"deathsAdj_CAN.rsd";108.502169444482;82;-294.962254811078;619.924509622157;656.207118739106;54.1681452125485;69;83;"deathsAdj_CAN";"CAN"
"28";"scale(heating_degree_15_winter)";1.00542696159044;0.0176542738302276;0.306571017797018;0.759169916448141;0.971223532135316;1.04081682966828;"10% in each extreme of PM2.5 excluded";"deathsAdj_CAN.rsd";108.502169444482;82;-294.962254811078;619.924509622157;656.207118739106;54.1681452125485;69;83;"deathsAdj_CAN";"CAN"
"29";"(Intercept)";0.00167561148611497;0.168997189152779;-37.8206119642034;0;0.00120503759907163;0.00233105184979428;"10% in each extreme of PM2.5 excluded";"deathsAdj_CDP.rsd";195.369100359552;82;-349.634274308839;729.268548617678;765.551157734627;74.5448859699879;69;83;"deathsAdj_CDP";"Cardiopulmonary (all I and J)"
"30";"mp25_10um";1.14568197729794;0.0696950503143604;1.9513591344892;0.0510143391306736;0.999832139705804;1.31242143207817;"10% in each extreme of PM2.5 excluded";"deathsAdj_CDP.rsd";195.369100359552;82;-349.634274308839;729.268548617678;765.551157734627;74.5448859699879;69;83;"deathsAdj_CDP";"Cardiopulmonary (all I and J)"
"31";"scale(urbanDensity)";0.965637251709263;0.0184686114861705;-1.89332214543838;0.0583150418840389;0.931235495822569;1.00129341179857;"10% in each extreme of PM2.5 excluded";"deathsAdj_CDP.rsd";195.369100359552;82;-349.634274308839;729.268548617678;765.551157734627;74.5448859699879;69;83;"deathsAdj_CDP";"Cardiopulmonary (all I and J)"
"32";"scale(perc_female)";1.01164136758292;0.0221829847141882;0.521757029012954;0.601839512083307;0.968154296080325;1.05683856734256;"10% in each extreme of PM2.5 excluded";"deathsAdj_CDP.rsd";195.369100359552;82;-349.634274308839;729.268548617678;765.551157734627;74.5448859699879;69;83;"deathsAdj_CDP";"Cardiopulmonary (all I and J)"
"33";"scale(perc_ethnicityOrig)";0.995140411738338;0.0205902095000439;-0.236589844055948;0.81297499981838;0.95590599234023;1.03595656700311;"10% in each extreme of PM2.5 excluded";"deathsAdj_CDP.rsd";195.369100359552;82;-349.634274308839;729.268548617678;765.551157734627;74.5448859699879;69;83;"deathsAdj_CDP";"Cardiopulmonary (all I and J)"
"34";"scale(perc_rural)";1.04738048052606;0.0381197576358155;1.21439036968929;0.224598691136249;0.97179403267214;1.12831148809631;"10% in each extreme of PM2.5 excluded";"deathsAdj_CDP.rsd";195.369100359552;82;-349.634274308839;729.268548617678;765.551157734627;74.5448859699879;69;83;"deathsAdj_CDP";"Cardiopulmonary (all I and J)"
"35";"scale(perc_woodHeating)";0.945577290148747;0.0472574781740834;-1.18414378255053;0.236356151307501;0.8618970421507;1.0372366121584;"10% in each extreme of PM2.5 excluded";"deathsAdj_CDP.rsd";195.369100359552;82;-349.634274308839;729.268548617678;765.551157734627;74.5448859699879;69;83;"deathsAdj_CDP";"Cardiopulmonary (all I and J)"
"36";"scale(log(income_median))";0.964535702026526;0.0283852866479579;-1.27208266984417;0.203343747941263;0.912438626716865;1.01966288203567;"10% in each extreme of PM2.5 excluded";"deathsAdj_CDP.rsd";195.369100359552;82;-349.634274308839;729.268548617678;765.551157734627;74.5448859699879;69;83;"deathsAdj_CDP";"Cardiopulmonary (all I and J)"
"37";"scale(perc_less_highschool)";0.895580700826702;0.0352454622490836;-3.12899693544329;0.00175404137663365;0.835651914812797;0.959736913742988;"10% in each extreme of PM2.5 excluded";"deathsAdj_CDP.rsd";195.369100359552;82;-349.634274308839;729.268548617678;765.551157734627;74.5448859699879;69;83;"deathsAdj_CDP";"Cardiopulmonary (all I and J)"
"38";"scale(perc_fonasa_AB)";1.0539610708743;0.0342138054940929;1.53609088564481;0.124516091354365;0.985846999962102;1.12681495824826;"10% in each extreme of PM2.5 excluded";"deathsAdj_CDP.rsd";195.369100359552;82;-349.634274308839;729.268548617678;765.551157734627;74.5448859699879;69;83;"deathsAdj_CDP";"Cardiopulmonary (all I and J)"
"39";"scale(perc_fonasa_CD)";1.04129412906441;0.0154500972115687;2.6190317058167;0.00881797513002039;1.01030243872526;1.07323685287834;"10% in each extreme of PM2.5 excluded";"deathsAdj_CDP.rsd";195.369100359552;82;-349.634274308839;729.268548617678;765.551157734627;74.5448859699879;69;83;"deathsAdj_CDP";"Cardiopulmonary (all I and J)"
"40";"scale(perc_overcrowding_medium)";1.09113724698147;0.0230119752642844;3.79022214246793;0.000150512616835349;1.04325648182551;1.14122611890818;"10% in each extreme of PM2.5 excluded";"deathsAdj_CDP.rsd";195.369100359552;82;-349.634274308839;729.268548617678;765.551157734627;74.5448859699879;69;83;"deathsAdj_CDP";"Cardiopulmonary (all I and J)"
"41";"scale(hr_anual)";1.01106594663851;0.0331121045195057;0.332360844739907;0.739616800997282;0.947540382763824;1.07885074498439;"10% in each extreme of PM2.5 excluded";"deathsAdj_CDP.rsd";195.369100359552;82;-349.634274308839;729.268548617678;765.551157734627;74.5448859699879;69;83;"deathsAdj_CDP";"Cardiopulmonary (all I and J)"
"42";"scale(heating_degree_15_winter)";1.02937654803987;0.0199414405906489;1.45191746207555;0.146524556537593;0.989834651102506;1.07047996262668;"10% in each extreme of PM2.5 excluded";"deathsAdj_CDP.rsd";195.369100359552;82;-349.634274308839;729.268548617678;765.551157734627;74.5448859699879;69;83;"deathsAdj_CDP";"Cardiopulmonary (all I and J)"
"43";"(Intercept)";0.00124559403646935;0.187016352336851;-35.7623418570719;4.25379415255048e-280;0.000864261428100653;0.00179700030368285;"10% in each extreme of PM2.5 excluded";"deathsAdj_CVD.rsd";182.704457986433;82;-328.393314468403;686.786628936806;723.069238053755;77.0146648557565;69;83;"deathsAdj_CVD";"Cardiovascular (all I)"
"44";"mp25_10um";1.10932462762024;0.0771052241124471;1.34558180403774;0.178437423117671;0.9536808911493;1.28959467972777;"10% in each extreme of PM2.5 excluded";"deathsAdj_CVD.rsd";182.704457986433;82;-328.393314468403;686.786628936806;723.069238053755;77.0146648557565;69;83;"deathsAdj_CVD";"Cardiovascular (all I)"
"45";"scale(urbanDensity)";0.983245342058593;0.0199862853000888;-0.845409975829571;0.397881976605373;0.94534724135051;1.02264310316705;"10% in each extreme of PM2.5 excluded";"deathsAdj_CVD.rsd";182.704457986433;82;-328.393314468403;686.786628936806;723.069238053755;77.0146648557565;69;83;"deathsAdj_CVD";"Cardiovascular (all I)"
"46";"scale(perc_female)";1.00234310966606;0.023479088427794;0.0996788641221746;0.920599280944884;0.956915678525168;1.04973698281754;"10% in each extreme of PM2.5 excluded";"deathsAdj_CVD.rsd";182.704457986433;82;-328.393314468403;686.786628936806;723.069238053755;77.0146648557565;69;83;"deathsAdj_CVD";"Cardiovascular (all I)"
"47";"scale(perc_ethnicityOrig)";0.985731588819026;0.0222849607189986;-0.644882614468397;0.519003259033339;0.943562283973284;1.02976676458831;"10% in each extreme of PM2.5 excluded";"deathsAdj_CVD.rsd";182.704457986433;82;-328.393314468403;686.786628936806;723.069238053755;77.0146648557565;69;83;"deathsAdj_CVD";"Cardiovascular (all I)"
"48";"scale(perc_rural)";1.00572733815398;0.0427800394268553;0.133496822000125;0.893800477453108;0.924648616287947;1.09317493514137;"10% in each extreme of PM2.5 excluded";"deathsAdj_CVD.rsd";182.704457986433;82;-328.393314468403;686.786628936806;723.069238053755;77.0146648557565;69;83;"deathsAdj_CVD";"Cardiovascular (all I)"
"49";"scale(perc_woodHeating)";0.972526216989766;0.052079853553079;-0.534914052326984;0.592709290770099;0.878041413922164;1.07696515168836;"10% in each extreme of PM2.5 excluded";"deathsAdj_CVD.rsd";182.704457986433;82;-328.393314468403;686.786628936806;723.069238053755;77.0146648557565;69;83;"deathsAdj_CVD";"Cardiovascular (all I)"
"50";"scale(log(income_median))";0.945422319173393;0.0307712571991064;-1.8238953435831;0.0681678957814657;0.890082463953398;1.00427995533094;"10% in each extreme of PM2.5 excluded";"deathsAdj_CVD.rsd";182.704457986433;82;-328.393314468403;686.786628936806;723.069238053755;77.0146648557565;69;83;"deathsAdj_CVD";"Cardiovascular (all I)"
"51";"scale(perc_less_highschool)";0.900992448294425;0.0389826202560466;-2.67448422387612;0.00748442975531548;0.834652811295799;0.972482713885108;"10% in each extreme of PM2.5 excluded";"deathsAdj_CVD.rsd";182.704457986433;82;-328.393314468403;686.786628936806;723.069238053755;77.0146648557565;69;83;"deathsAdj_CVD";"Cardiovascular (all I)"
"52";"scale(perc_fonasa_AB)";1.04051753697266;0.0371354871865277;1.06954894332392;0.284822387279679;0.967681174938582;1.11893168336835;"10% in each extreme of PM2.5 excluded";"deathsAdj_CVD.rsd";182.704457986433;82;-328.393314468403;686.786628936806;723.069238053755;77.0146648557565;69;83;"deathsAdj_CVD";"Cardiovascular (all I)"
"53";"scale(perc_fonasa_CD)";1.04141681483753;0.0167565857029414;2.42186019952099;0.0154412896113629;1.00783623479512;1.07614950881097;"10% in each extreme of PM2.5 excluded";"deathsAdj_CVD.rsd";182.704457986433;82;-328.393314468403;686.786628936806;723.069238053755;77.0146648557565;69;83;"deathsAdj_CVD";"Cardiovascular (all I)"
"54";"scale(perc_overcrowding_medium)";1.08115359574808;0.0245749280232653;3.17513097956253;0.00149768881541965;1.03046325943409;1.13427872454606;"10% in each extreme of PM2.5 excluded";"deathsAdj_CVD.rsd";182.704457986433;82;-328.393314468403;686.786628936806;723.069238053755;77.0146648557565;69;83;"deathsAdj_CVD";"Cardiovascular (all I)"
"55";"scale(hr_anual)";1.00731149814585;0.0363091315989227;0.200635443433467;0.840983641709412;0.938195697115177;1.0815160628731;"10% in each extreme of PM2.5 excluded";"deathsAdj_CVD.rsd";182.704457986433;82;-328.393314468403;686.786628936806;723.069238053755;77.0146648557565;69;83;"deathsAdj_CVD";"Cardiovascular (all I)"
"56";"scale(heating_degree_15_winter)";1.02449600646423;0.0218015450488177;1.11004933829659;0.266977766390292;0.981606222928361;1.06922703202006;"10% in each extreme of PM2.5 excluded";"deathsAdj_CVD.rsd";182.704457986433;82;-328.393314468403;686.786628936806;723.069238053755;77.0146648557565;69;83;"deathsAdj_CVD";"Cardiovascular (all I)"
"57";"(Intercept)";0.000263863446515057;0.449269220730872;-18.3410713586854;3.89053829188628e-75;0.000110005221175892;0.00064018940423912;"10% in each extreme of PM2.5 excluded";"deathsAdj_LCA.rsd";70.29001588168;80;-198.116746880114;426.233493760228;462.150231080315;36.8662386882493;67;81;"deathsAdj_LCA";"LCA"
"58";"mp25_10um";0.870613545332347;0.185411012181629;-0.747296990276926;0.454884308839824;0.603322486535991;1.2479720913518;"10% in each extreme of PM2.5 excluded";"deathsAdj_LCA.rsd";70.29001588168;80;-198.116746880114;426.233493760228;462.150231080315;36.8662386882493;67;81;"deathsAdj_LCA";"LCA"
"59";"scale(urbanDensity)";0.984438551341326;0.0414316605372932;-0.378546231454073;0.705024856574092;0.907640444032497;1.06771184877556;"10% in each extreme of PM2.5 excluded";"deathsAdj_LCA.rsd";70.29001588168;80;-198.116746880114;426.233493760228;462.150231080315;36.8662386882493;67;81;"deathsAdj_LCA";"LCA"
"60";"scale(perc_female)";0.970832495781016;0.0435740817212601;-0.679333478117872;0.496926588731622;0.891470156930906;1.05759647808885;"10% in each extreme of PM2.5 excluded";"deathsAdj_LCA.rsd";70.29001588168;80;-198.116746880114;426.233493760228;462.150231080315;36.8662386882493;67;81;"deathsAdj_LCA";"LCA"
"61";"scale(perc_ethnicityOrig)";1.00688984540001;0.049375405849763;0.139061517713298;0.889401537115472;0.914210574704099;1.10946854013301;"10% in each extreme of PM2.5 excluded";"deathsAdj_LCA.rsd";70.29001588168;80;-198.116746880114;426.233493760228;462.150231080315;36.8662386882493;67;81;"deathsAdj_LCA";"LCA"
"62";"scale(perc_rural)";1.01611596416642;0.101767271243252;0.157098450285719;0.875167258910781;0.829998243494607;1.23709764315952;"10% in each extreme of PM2.5 excluded";"deathsAdj_LCA.rsd";70.29001588168;80;-198.116746880114;426.233493760228;462.150231080315;36.8662386882493;67;81;"deathsAdj_LCA";"LCA"
"63";"scale(perc_woodHeating)";0.903663399851847;0.123103722382319;-0.822869782196458;0.410582048287238;0.7091831750915;1.14909411842385;"10% in each extreme of PM2.5 excluded";"deathsAdj_LCA.rsd";70.29001588168;80;-198.116746880114;426.233493760228;462.150231080315;36.8662386882493;67;81;"deathsAdj_LCA";"LCA"
"64";"scale(log(income_median))";1.05368535086986;0.0624134211234468;0.837862690794297;0.402107824800885;0.932719438700257;1.19129393097898;"10% in each extreme of PM2.5 excluded";"deathsAdj_LCA.rsd";70.29001588168;80;-198.116746880114;426.233493760228;462.150231080315;36.8662386882493;67;81;"deathsAdj_LCA";"LCA"
"65";"scale(perc_less_highschool)";1.08926965149361;0.0876603122463525;0.975440595275647;0.329341755147072;0.916807693593825;1.29282806218001;"10% in each extreme of PM2.5 excluded";"deathsAdj_LCA.rsd";70.29001588168;80;-198.116746880114;426.233493760228;462.150231080315;36.8662386882493;67;81;"deathsAdj_LCA";"LCA"
"66";"scale(perc_fonasa_AB)";0.961989148345079;0.0789069755855352;-0.491111316826704;0.62334771778997;0.824636485043094;1.12357905065794;"10% in each extreme of PM2.5 excluded";"deathsAdj_LCA.rsd";70.29001588168;80;-198.116746880114;426.233493760228;462.150231080315;36.8662386882493;67;81;"deathsAdj_LCA";"LCA"
"67";"scale(perc_fonasa_CD)";1.0363774418112;0.0356034787272532;1.0035930430556;0.315574809225401;0.966691347873005;1.11150958436649;"10% in each extreme of PM2.5 excluded";"deathsAdj_LCA.rsd";70.29001588168;80;-198.116746880114;426.233493760228;462.150231080315;36.8662386882493;67;81;"deathsAdj_LCA";"LCA"
"68";"scale(perc_overcrowding_medium)";0.990734669466382;0.0497471437758712;-0.187116686302009;0.85156914544174;0.89782572857202;1.09120873416505;"10% in each extreme of PM2.5 excluded";"deathsAdj_LCA.rsd";70.29001588168;80;-198.116746880114;426.233493760228;462.150231080315;36.8662386882493;67;81;"deathsAdj_LCA";"LCA"
"69";"scale(hr_anual)";0.922873463943384;0.0848131815790125;-0.946352259581796;0.343968946673279;0.781454094678926;1.08974586035239;"10% in each extreme of PM2.5 excluded";"deathsAdj_LCA.rsd";70.29001588168;80;-198.116746880114;426.233493760228;462.150231080315;36.8662386882493;67;81;"deathsAdj_LCA";"LCA"
"70";"scale(heating_degree_15_winter)";0.95408397961872;0.0506011155259639;-0.92890407591138;0.352938800492977;0.863930062792497;1.05349485738895;"10% in each extreme of PM2.5 excluded";"deathsAdj_LCA.rsd";70.29001588168;80;-198.116746880114;426.233493760228;462.150231080315;36.8662386882493;67;81;"deathsAdj_LCA";"LCA"
"71";"(Intercept)";0.000444715336596734;0.251249644094493;-30.7187546527519;3.1977546423481e-207;0.000272712222198848;0.000727240497852621;"10% in each extreme of PM2.5 excluded";"deathsAdj_RSP.rsd";173.212679989821;82;-288.949473586967;607.898947173933;644.181556290882;84.9331909423512;69;83;"deathsAdj_RSP";"Pulmonary (all J)"
"72";"mp25_10um";1.22157996541709;0.103390616915549;1.93581468491066;0.0528904017094294;0.997557724066979;1.49345353561813;"10% in each extreme of PM2.5 excluded";"deathsAdj_RSP.rsd";173.212679989821;82;-288.949473586967;607.898947173933;644.181556290882;84.9331909423512;69;83;"deathsAdj_RSP";"Pulmonary (all J)"
"73";"scale(urbanDensity)";0.91659192124112;0.0257717336009565;-3.37939706063212;0.000726450064506236;0.871536237296981;0.963914518023193;"10% in each extreme of PM2.5 excluded";"deathsAdj_RSP.rsd";173.212679989821;82;-288.949473586967;607.898947173933;644.181556290882;84.9331909423512;69;83;"deathsAdj_RSP";"Pulmonary (all J)"
"74";"scale(perc_female)";1.04369679610327;0.0300776008228095;1.42195590474138;0.155039052287622;0.983746076723775;1.10729311104575;"10% in each extreme of PM2.5 excluded";"deathsAdj_RSP.rsd";173.212679989821;82;-288.949473586967;607.898947173933;644.181556290882;84.9331909423512;69;83;"deathsAdj_RSP";"Pulmonary (all J)"
"75";"scale(perc_ethnicityOrig)";1.01262477184559;0.0293965360262197;0.426776265320052;0.669542295519204;0.9562759870685;1.07234008725204;"10% in each extreme of PM2.5 excluded";"deathsAdj_RSP.rsd";173.212679989821;82;-288.949473586967;607.898947173933;644.181556290882;84.9331909423512;69;83;"deathsAdj_RSP";"Pulmonary (all J)"
"76";"scale(perc_rural)";1.12442320975907;0.0578053474076049;2.02870853653484;0.0424879859022946;1.00324145083521;1.25860318248662;"10% in each extreme of PM2.5 excluded";"deathsAdj_RSP.rsd";173.212679989821;82;-288.949473586967;607.898947173933;644.181556290882;84.9331909423512;69;83;"deathsAdj_RSP";"Pulmonary (all J)"
"77";"scale(perc_woodHeating)";0.912741563541237;0.0703476926123892;-1.29787485559954;0.194330341680538;0.795210514051911;1.04716017636216;"10% in each extreme of PM2.5 excluded";"deathsAdj_RSP.rsd";173.212679989821;82;-288.949473586967;607.898947173933;644.181556290882;84.9331909423512;69;83;"deathsAdj_RSP";"Pulmonary (all J)"
"78";"scale(log(income_median))";0.990972779071095;0.0398841051146944;-0.227364087661307;0.820140642939698;0.916736914912259;1.07143458077545;"10% in each extreme of PM2.5 excluded";"deathsAdj_RSP.rsd";173.212679989821;82;-288.949473586967;607.898947173933;644.181556290882;84.9331909423512;69;83;"deathsAdj_RSP";"Pulmonary (all J)"
"79";"scale(perc_less_highschool)";0.886078527515337;0.0523908957337329;-2.30860150611182;0.0209657042998751;0.799323093913616;0.98189716100662;"10% in each extreme of PM2.5 excluded";"deathsAdj_RSP.rsd";173.212679989821;82;-288.949473586967;607.898947173933;644.181556290882;84.9331909423512;69;83;"deathsAdj_RSP";"Pulmonary (all J)"
"80";"scale(perc_fonasa_AB)";1.07180420367741;0.0487557164842163;1.42226194472936;0.154950222012538;0.974441347565091;1.17927777909678;"10% in each extreme of PM2.5 excluded";"deathsAdj_RSP.rsd";173.212679989821;82;-288.949473586967;607.898947173933;644.181556290882;84.9331909423512;69;83;"deathsAdj_RSP";"Pulmonary (all J)"
"81";"scale(perc_fonasa_CD)";1.04620992241476;0.0220251249546318;2.0510229224669;0.0402647145134212;1.00209128042545;1.09240134311841;"10% in each extreme of PM2.5 excluded";"deathsAdj_RSP.rsd";173.212679989821;82;-288.949473586967;607.898947173933;644.181556290882;84.9331909423512;69;83;"deathsAdj_RSP";"Pulmonary (all J)"
"82";"scale(perc_overcrowding_medium)";1.11915258854689;0.0311808607341889;3.61028460754913;0.000305861206589341;1.05278472407143;1.18938350021728;"10% in each extreme of PM2.5 excluded";"deathsAdj_RSP.rsd";173.212679989821;82;-288.949473586967;607.898947173933;644.181556290882;84.9331909423512;69;83;"deathsAdj_RSP";"Pulmonary (all J)"
